name,objra,objdec,Bars
manga-8441-12701,222.224512792,38.768257049,0.0
manga-8441-12702,222.517430043,37.6805309402,0.5
manga-8441-12703,223.685600162,37.4127118408,0.25
manga-8441-12704,223.580757833,38.8083228884,0.0
manga-8441-12705,225.41243667,38.055820306,0.5
manga-8441-1901,222.863558985,37.5032429572,1.0
manga-8441-1902,223.347448772,39.0704414113,0.0
manga-8441-3701,224.575726252,37.832953234,0.0
manga-8441-3702,224.222300568,38.6279376791,0.5
manga-8441-3703,225.6789139,37.9493532028,0.0
manga-8441-3704,225.698795548,38.0422407327,0.0
manga-8441-6101,223.294923251,36.9138148604,0.0
manga-8441-6102,223.634461862,37.0755998568,0.0
manga-8441-6103,222.583448523,38.7748386165,1.0
manga-8441-6104,223.507143321,38.6575782119,0.5
manga-8441-9101,223.682485332,36.8710555812,0.5
manga-8441-9102,222.777808028,37.4947857904,0.0
manga-8442-12701,197.66878,32.22818,0.0
manga-8442-12702,199.084413786,30.8768600123,0.0
manga-8442-12703,199.17463,31.36757,1.0
manga-8442-12704,198.929297108,32.0265394367,0.0
manga-8442-12705,199.377441982,31.0926945393,0.0
manga-8442-1901,199.675905146,32.9186618405,0.0
manga-8442-1902,200.290528934,31.9463314732,0.0
manga-8442-3701,199.213139725,31.5811383944,0.75
manga-8442-3702,198.663196749,31.9203891219,0.25
manga-8442-3703,200.042285941,32.6786152177,0.0
manga-8442-3704,200.09349072,31.5811703262,0.75
manga-8442-6101,200.273355398,31.8312984504,0.5
manga-8442-6102,199.211157439,31.6306673433,0.0
manga-8442-6103,197.580144952,32.0234050558,1.0
manga-8442-6104,200.10975626,33.0136321946,0.0
manga-8442-9101,199.13902,31.54643,1.0
manga-8442-9102,200.222837131,32.1907607473,1.0
manga-8443-12701,207.326358419,24.0968478145,-0.5
manga-8443-12702,206.972769752,25.5670000174,0.0
manga-8443-12703,208.260195394,24.5601927813,0.0
manga-8443-12704,207.468927556,25.190877982,0.0
manga-8443-12705,208.592091639,25.1530840333,0.25
manga-8443-1901,207.769207404,25.0830829578,0.0
manga-8443-1902,208.522520945,24.9666273788,0.0
manga-8443-3701,207.074291887,25.1238885413,0.5
manga-8443-3702,207.067074342,25.7334869762,1.0
manga-8443-3703,207.422025214,26.7170456168,0.0
manga-8443-3704,207.583860798,24.9359394591,-0.5
manga-8443-6101,207.628850166,24.9766234294,0.0
manga-8443-6102,207.061565491,24.7777196101,1.0
manga-8443-6103,206.769038498,24.9964830166,1.0
manga-8443-6104,208.388300224,24.8752389123,1.0
manga-8443-9101,206.016983541,25.6635132875,0.5
manga-8443-9102,207.142413876,24.8915949163,0.0
manga-8444-12701,201.656942881,31.666750115,1.0
manga-8444-12702,201.649438331,32.7609141514,0.5
manga-8444-12703,201.411105292,33.6804328237,1.0
manga-8444-12704,201.762834226,32.6493084716,0.0
manga-8444-12705,202.687758714,32.7605525124,0.25
manga-8444-1901,202.628354582,32.6237092027,0.0
manga-8444-1902,202.508845323,31.776693291,0.5
manga-8444-3701,201.140522862,31.5463794808,0.75
manga-8444-3702,201.40956639,31.9939121951,0.0
manga-8444-3703,203.31737392,32.5218709369,1.0
manga-8444-3704,202.459179596,31.4210139645,0.0
manga-8444-6101,202.933687152,32.6353715131,0.25
manga-8444-6102,201.743029603,32.5365141139,0.5
manga-8444-6103,200.441575183,33.1828044363,1.0
manga-8444-6104,203.246370466,32.3204465748,1.0
manga-8444-9101,200.644924623,33.1570944949,1.0
manga-8444-9102,201.084201517,32.848118803,0.0
manga-8445-12701,203.958189452,34.9989487463,0.0
manga-8445-12702,204.175181991,34.7462508444,0.5
manga-8445-12703,207.126148739,35.272748084,1.0
manga-8445-12704,206.516392436,35.520368413,0.0
manga-8445-12705,205.893814212,34.9138472224,0.0
manga-8445-1901,206.836579376,34.7744457545,0.0
manga-8445-1902,206.665517192,34.2245412546,0.0
manga-8445-3701,205.642469362,35.0203251302,0.5
manga-8445-3702,204.287715351,35.2478332705,0.25
manga-8445-3703,206.551743438,36.4266307014,1.0
manga-8445-3704,206.263513601,34.8781106014,1.0
manga-8445-6101,204.001894701,34.817955493,0.0
manga-8445-6102,205.658735284,35.1212870556,0.75
manga-8445-6103,204.102687853,35.6280503646,0.25
manga-8445-6104,207.301450689,35.2847067132,0.5
manga-8445-9101,204.917866221,35.0233605804,0.5
manga-8445-9102,206.295787521,36.376280524,0.0
manga-8446-12701,203.635904637,36.0481238489,0.0
manga-8446-12702,204.105136464,35.8183057037,0.5
manga-8446-12703,204.027936772,37.0880775977,1.0
manga-8446-12704,206.202869638,37.1632244485,0.5
manga-8446-12705,205.293330159,37.0186006084,0.75
manga-8446-1901,205.753337262,36.1656555546,0.0
manga-8446-1902,206.154337129,37.1716322286,1.0
manga-8446-3701,204.605772406,35.7894388986,0.0
manga-8446-3702,204.226610425,36.2336565086,0.0
manga-8446-3703,205.584173927,36.9536345189,-0.5
manga-8446-3704,205.540814262,35.9516917629,0.5
manga-8446-6101,206.335746062,35.4737986635,0.0
manga-8446-6102,203.881269417,36.0147104819,0.0
manga-8446-6103,204.091687895,36.6042744074,0.0
manga-8446-6104,206.541414551,36.5043855194,0.75
manga-8446-9101,205.332901659,36.9352572078,0.0
manga-8446-9102,207.0795839,36.4896023942,0.75
manga-8447-12701,208.054735019,39.5014764476,1.0
manga-8447-12702,206.70580204,39.0837085374,0.5
manga-8447-12703,207.48336114,40.8950763111,0.5
manga-8447-12704,208.063753957,40.1491290879,0.0
manga-8447-12705,207.844333635,38.3103337134,0.5
manga-8447-1901,205.251609293,39.0568983145,0.25
manga-8447-1902,208.063613425,38.9350797586,0.0
manga-8447-3701,207.644388683,38.7517119128,0.0
manga-8447-3702,207.390012752,38.7144657524,0.0
manga-8447-3703,208.291846131,40.1191971636,0.0
manga-8447-3704,208.227705444,39.248191148,0.0
manga-8447-6101,206.133264031,40.2400042736,0.75
manga-8447-6102,207.569449754,39.6364270051,0.0
manga-8447-6103,206.173036755,40.4672999223,0.0
manga-8447-6104,208.392613685,38.9965989403,0.0
manga-8447-9101,206.069647949,39.5091473886,0.0
manga-8447-9102,207.45444,40.53743,0.0
manga-8448-12701,164.682536052,22.0113652519,0.0
manga-8448-12702,166.01663,22.6354,1.0
manga-8448-12703,166.808724994,23.0192444293,0.5
manga-8448-12704,166.739672453,22.8357972157,0.0
manga-8448-12705,166.75565,22.29621,1.0
manga-8448-1901,166.329122293,21.6201296002,0.5
manga-8448-1902,167.222492762,21.4137701461,0.0
manga-8448-3701,165.892833771,21.0494711718,0.0
manga-8448-3702,166.62546171,22.924043303,0.5
manga-8448-3703,167.089811867,22.6614709807,0.5
manga-8448-3704,166.35568129,22.6211668773,0.0
manga-8448-6101,165.961961091,23.0064881017,0.0
manga-8448-6102,165.187846805,22.2877536136,0.0
manga-8448-6103,166.631357674,22.7776296404,0.0
manga-8448-6104,167.11375,22.61958,1.0
manga-8448-9101,164.447297813,21.2334302122,0.0
manga-8448-9102,164.577244988,21.2337410905,0.25
manga-8449-12701,167.380590889,22.4280050325,1.0
manga-8449-12702,168.375102601,23.1770062118,1.0
manga-8449-12703,168.210368952,23.2566112518,0.0
manga-8449-12704,168.378001543,23.304901593,0.75
manga-8449-12705,169.342672388,22.3385004333,0.0
manga-8449-1901,167.42166038,21.7403753122,0.0
manga-8449-1902,168.457073202,22.8106781091,0.0
manga-8449-3701,167.509279042,21.9821746509,0.5
manga-8449-3702,169.491196678,22.5029735109,1.0
manga-8449-3703,169.299256773,23.5856597108,1.0
manga-8449-3704,169.667027268,22.5773898446,0.0
manga-8449-6101,169.243276644,23.1917783127,1.0
manga-8449-6102,168.299195738,23.257760236,0.75
manga-8449-6103,167.861853082,22.9707645232,0.0
manga-8449-6104,168.096445877,23.1691817559,0.0
manga-8449-9101,169.364329612,23.3467272252,0.25
manga-8449-9102,169.684933409,21.5641842202,0.5
manga-8450-12701,170.678746873,22.2607085632,0.0
manga-8450-12702,171.521625208,22.0571410858,1.0
manga-8450-12703,172.423883628,21.624841878,0.25
manga-8450-12704,172.281977904,21.5860088575,0.0
manga-8450-12705,171.578059883,21.0962357672,1.0
manga-8450-1901,171.334256742,22.7327376364,0.5
manga-8450-1902,172.171842047,21.8469437624,0.5
manga-8450-3701,171.725450104,21.2952520296,0.0
manga-8450-3702,170.572604703,23.2773071243,0.0
manga-8450-3703,170.444339768,22.4808155529,0.0
manga-8450-3704,172.481780272,21.5178783791,0.0
manga-8450-6101,172.143172769,21.0106965128,0.5
manga-8450-6102,171.748834197,21.1416757174,0.0
manga-8450-6103,171.954826807,21.3861029393,1.0
manga-8450-6104,172.607537655,22.2165297033,0.0
manga-8450-9101,171.103882174,23.6486056244,0.5
manga-8450-9102,172.428587544,21.2600297251,1.0
manga-8451-12703,164.0289,43.1565682816,0.75
manga-8451-12705,166.477106006,41.0632480288,1.0
manga-8451-1901,165.173741177,42.5218047818,0.0
manga-8451-3701,165.083388621,42.3300267282,0.0
manga-8451-6104,166.752244977,43.0899022199,0.0
manga-8451-9102,164.280223861,42.1593803339,0.0
manga-8452-12701,155.551392374,46.8938752615,0.5
manga-8452-12702,156.044276918,47.5239549356,0.0
manga-8452-12703,156.805684986,48.2447914261,1.0
manga-8452-12704,157.357080392,47.2334299812,1.0
manga-8452-12705,157.93769,46.67167,0.5
manga-8452-1901,155.88555557,46.0577547418,0.75
manga-8452-1902,157.77930272,48.0148303874,0.0
manga-8452-3701,156.193566849,46.4560652324,0.0
manga-8452-3702,156.298016415,47.7390794143,0.0
manga-8452-3703,156.699612286,48.1290396768,0.0
manga-8452-3704,157.538994172,47.2784029777,1.0
manga-8452-6101,154.836371039,46.5502087767,0.0
manga-8452-6102,156.138100834,46.8312068204,0.75
manga-8452-6103,156.738961114,47.5243300034,0.0
manga-8452-6104,157.181464397,47.6790079342,0.0
manga-8452-9101,156.433378312,47.3264947743,0.0
manga-8452-9102,156.966733085,46.0063699088,0.25
manga-8453-12701,151.309949901,46.6508890341,1.0
manga-8453-12702,151.547771122,47.2950386608,0.25
manga-8453-12703,153.685061429,48.689638952,1.0
manga-8453-12704,153.13479279,46.6953613957,0.25
manga-8453-12705,153.034483163,46.2936923797,0.5
manga-8453-1901,153.365546207,47.516235898,0.5
manga-8453-1902,153.21425096,46.9128221111,0.0
manga-8453-3701,153.231920862,46.4177099017,-0.5
manga-8453-3702,152.545357653,46.9522671141,-0.5
manga-8453-3703,153.752608461,46.7567528969,0.0
manga-8453-3704,154.480832851,46.6032857139,0.5
manga-8453-6101,152.773273523,46.8995324281,0.0
manga-8453-6102,153.213639346,47.2949237539,1.0
manga-8453-6103,151.729558675,47.9841111295,0.0
manga-8453-6104,154.119427243,47.3648162968,0.0
manga-8453-9101,152.046182936,47.5174726058,0.0
manga-8453-9102,152.514716814,47.1209306545,0.0
manga-8454-12701,154.005710637,44.1762402068,0.5
manga-8454-12702,153.049021093,45.1421579199,1.0
manga-8454-12703,154.771367726,46.4541111008,0.0
manga-8454-12704,153.914679727,44.6568673627,0.0
manga-8454-12705,154.858448521,44.4046813548,0.0
manga-8454-1901,154.974655725,44.3379704529,0.0
manga-8454-1902,154.763420682,44.0330341929,0.0
manga-8454-3701,155.274684681,44.3777039322,0.0
manga-8454-3702,153.758660884,45.9520876377,0.0
manga-8454-3703,156.040612351,45.8349012669,0.0
manga-8454-3704,154.6179359,44.0143905435,0.0
manga-8454-6101,153.378123617,43.9979617648,0.0
manga-8454-6102,153.53547927,44.175746477,0.0
manga-8454-6103,152.458553899,45.8509105794,0.0
manga-8454-6104,154.825440349,45.8135944836,1.0
manga-8454-9101,153.92384006,45.367076756,0.0
manga-8454-9102,154.59451448,45.9546452378,-0.5
manga-8455-12701,154.731809916,40.6129387518,1.0
manga-8455-12702,155.10729,40.22346,0.0
manga-8455-12703,157.723267521,41.2210951037,0.0
manga-8455-12704,157.527557031,41.1400994738,0.0
manga-8455-12705,157.229589837,39.8948270578,0.0
manga-8455-1901,156.188492041,40.8734642132,0.0
manga-8455-1902,155.708675211,39.3689423013,0.0
manga-8455-3701,157.179457248,39.8388849686,0.75
manga-8455-3702,156.590550666,39.9536297797,0.0
manga-8455-3703,157.231141191,40.7841632884,1.0
manga-8455-3704,157.6859,40.05744,0.0
manga-8455-6101,156.396651952,39.6736477762,0.0
manga-8455-6102,157.462717896,40.4316687434,0.0
manga-8455-6103,156.356094112,40.3483200486,0.0
manga-8455-6104,157.987625029,40.3058408071,0.0
manga-8455-9101,157.183627878,39.7785903652,1.0
manga-8455-9102,157.059621191,41.5698778924,0.0
manga-8456-12701,151.191285745,44.7057800061,1.0
manga-8456-12702,149.968263571,45.2830958784,0.0
manga-8456-12703,151.829104575,46.5464374903,1.0
manga-8456-12704,150.842878378,45.7635360671,1.0
manga-8456-12705,151.284661833,44.5140468179,0.0
manga-8456-1901,151.216783448,46.6900168248,0.0
manga-8456-1902,151.894835416,46.093981892,0.0
manga-8456-3701,149.413814914,44.8974148749,0.5
manga-8456-3702,149.025073314,46.1524789611,0.0
manga-8456-3703,151.311297189,46.7529150558,0.5
manga-8456-3704,150.228405882,44.7647927636,0.0
manga-8456-6101,151.22091438,44.6361226294,1.0
manga-8456-6102,151.284150888,45.9779718217,0.75
manga-8456-6103,152.130067521,46.0515501715,0.0
manga-8456-9101,151.965580132,45.6073162739,0.0
manga-8456-9102,151.233963795,46.7237362775,0.0
manga-8458-12701,144.787792386,45.3708428044,-0.5
manga-8458-12702,147.604854302,44.2573785652,0.0
manga-8458-12703,148.897830631,45.5547225025,-0.5
manga-8458-12704,147.355389681,44.3388681997,0.25
manga-8458-12705,147.181830057,44.0814350261,0.5
manga-8458-1901,146.259997956,44.9719933038,0.0
manga-8458-1902,147.03565209,44.7972362917,0.0
manga-8458-3701,146.27343073,45.5870370554,0.0
manga-8458-3702,147.5625,45.95731,0.0
manga-8458-3703,146.833868313,46.6100967837,0.75
manga-8458-3704,147.855076094,44.9236649059,0.0
manga-8458-6101,144.723809729,45.3676181962,0.0
manga-8458-6102,147.664314026,44.3311626403,0.0
manga-8458-6103,146.2936,46.0367,0.0
manga-8458-6104,147.267073015,45.4445460535,0.0
manga-8458-9101,146.091834548,44.710759598,0.0
manga-8458-9102,146.978913532,45.4684754662,0.0
manga-8459-12701,147.37898128,42.1302903462,0.0
manga-8459-12702,147.585854164,43.1455699673,0.0
manga-8459-12703,148.84161359,44.4405591163,0.5
manga-8459-12704,147.604836276,44.0406378719,0.0
manga-8459-12705,148.117076795,42.8191413496,0.0
manga-8459-1901,147.801793989,44.0093089046,0.0
manga-8459-1902,148.502535855,43.0448001127,0.0
manga-8459-3701,146.785813609,43.5104758987,0.0
manga-8459-3702,146.709100143,43.4238429596,0.0
manga-8459-3703,147.335,43.44299,1.0
manga-8459-3704,147.32578151,43.3517193284,0.0
manga-8459-6101,147.712302507,44.0304545816,0.75
manga-8459-6102,147.990674372,43.4140430617,0.0
manga-8459-6103,146.789027825,43.4185743942,0.0
manga-8459-6104,149.346878642,44.1547632349,0.0
manga-8459-9101,147.277688884,44.0486811007,0.0
manga-8459-9102,149.888880629,43.6605000576,0.0
manga-8461-12701,146.478228917,43.046704506,0.0
manga-8461-12702,145.724306972,42.7933257646,1.0
manga-8461-12704,146.35805196,42.8061666838,0.5
manga-8461-12705,145.861534925,42.186856649,0.0
manga-8461-1901,144.104503096,43.8476063031,-0.5
manga-8461-1902,144.809095432,42.7299212922,0.0
manga-8461-3701,144.516003237,42.9743220132,0.0
manga-8461-3702,145.667342239,43.1670408717,0.0
manga-8461-3703,147.448313214,43.5477777704,0.0
manga-8461-6101,144.287854484,42.9721228329,0.5
manga-8461-6102,145.997099204,42.6328700342,0.0
manga-8461-6103,144.639942763,44.6267106962,0.5
manga-8461-9101,146.04735274,42.9000410408,0.0
manga-8461-9102,146.206778574,42.2938042896,1.0
manga-8462-12701,144.46813253,35.7836866039,0.0
manga-8462-12702,145.202128036,36.4555403301,1.0
manga-8462-12703,144.130274095,38.0950243241,1.0
manga-8462-12704,144.419761375,38.062816005,1.0
manga-8462-12705,145.597387992,36.349709503,1.0
manga-8462-1901,145.814039863,36.2314430016,0.0
manga-8462-1902,146.29654,36.53427,0.75
manga-8462-3701,143.042751427,36.8271433682,0.25
manga-8462-3702,144.400982963,38.2772954639,0.0
manga-8462-3703,146.422748559,37.451285541,1.0
manga-8462-3704,143.374316357,37.5026447138,0.0
manga-8462-6101,145.860507483,36.2373813035,0.0
manga-8462-6102,143.463715882,37.0033556323,0.0
manga-8462-6103,144.078756037,37.2467321624,-0.5
manga-8462-6104,146.242973066,36.8215573868,0.0
manga-8462-9101,144.52643,36.0392,0.0
manga-8462-9102,144.732148921,35.695160225,0.0
manga-8464-12701,186.446890985,45.9095701047,1.0
manga-8464-12702,187.722485042,45.2194323369,0.0
manga-8464-12703,187.879247737,46.5352810229,0.0
manga-8464-12704,187.936893409,46.1315884926,1.0
manga-8464-12705,187.789625246,44.712841641,0.0
manga-8464-1901,186.246598598,45.9694962176,0.0
manga-8464-1902,186.4008708,45.0838596746,0.75
manga-8464-3701,185.90069369,44.5450437897,0.0
manga-8464-3702,187.063503724,44.4531321941,0.0
manga-8464-3703,187.493919072,44.3016765831,0.0
manga-8464-3704,188.10783748,44.1836188104,0.5
manga-8464-6101,186.180996627,44.4107711556,0.0
manga-8464-6102,186.000240273,45.9439870099,0.0
manga-8464-6103,186.280313987,46.3629087348,0.0
manga-8464-6104,186.313874666,45.2359867152,0.0
manga-8464-9101,186.67567367,43.7833156939,0.0
manga-8464-9102,186.211126212,45.2619113654,0.0
manga-8465-12701,195.973168318,47.3864444591,1.0
manga-8465-12702,196.404928768,47.9164901618,0.0
manga-8465-12703,197.803268306,49.4152615951,0.0
manga-8465-12704,198.141842919,48.3666138423,0.0
manga-8465-12705,198.236315095,47.4566280096,1.0
manga-8465-1901,197.44581469,48.8995914034,0.0
manga-8465-1902,197.722880215,46.8191772262,0.0
manga-8465-3701,195.319316171,48.0601858091,1.0
manga-8465-3702,198.244775533,47.8281954499,0.0
manga-8465-3703,198.701371544,47.3515467821,-0.5
manga-8465-3704,197.983095298,46.9071902298,0.0
manga-8465-6101,195.522963799,47.4969532797,0.0
manga-8465-6102,197.549698095,48.6233927144,0.0
manga-8465-6103,196.495751928,49.3623823831,0.0
manga-8465-6104,197.816974837,49.2796145971,0.0
manga-8465-9101,197.580687349,47.1240556946,0.0
manga-8465-9102,198.189163092,46.9349872724,0.75
manga-8466-12701,167.919038742,45.3504464404,0.0
manga-8466-12702,167.967431339,45.5413957629,0.0
manga-8466-12703,171.50906722,45.4338999973,0.0
manga-8466-12704,168.363125901,45.8663821042,0.0
manga-8466-12705,171.301924563,45.0667685455,0.0
manga-8466-1901,168.480327354,45.4883670786,0.0
manga-8466-1902,169.353945185,44.5632961437,0.0
manga-8466-3701,168.377035103,44.6659410536,0.0
manga-8466-3702,168.183562398,45.1873874746,0.0
manga-8466-3703,169.539016286,45.6186388631,0.0
manga-8466-3704,169.513447059,45.1130288476,0.0
manga-8466-6101,168.094030871,44.8160370649,0.0
manga-8466-6102,169.442542506,44.8929635284,0.0
manga-8466-6103,167.878678443,45.6431254705,0.0
manga-8466-6104,169.669552898,45.5527255595,0.0
manga-8466-9101,170.214847187,44.5974119847,0.75
manga-8466-9102,170.583304144,46.7013329603,0.0
manga-8479-12701,195.033875,27.977,0.0
manga-8479-12705,194.898779,27.959268,0.0
manga-8479-3701,194.281949,27.340548,0.0
manga-8479-3702,195.296762,27.742524,0.0
manga-8479-3703,194.150132766,26.9047730939,0.0
manga-8479-6103,194.76625,28.123701,0.0
manga-8479-9101,194.351506,27.497818,0.0
manga-8479-9102,194.383137,28.476943,0.0
manga-8481-12701,236.761272589,54.340901023,1.0
manga-8481-12702,237.304843731,55.0888339777,0.0
manga-8481-12703,237.582742958,56.1319811738,0.0
manga-8481-12704,239.98915475,54.8199385353,0.0
manga-8481-12705,240.24687,54.73081,-0.5
manga-8481-1901,239.409286951,54.720488544,0.0
manga-8481-1902,237.653858933,53.3906219728,1.0
manga-8481-3701,238.105616365,53.7328284758,0.0
manga-8481-3702,239.339148027,54.6710733079,0.0
manga-8481-3703,238.945129679,56.1255500747,0.0
manga-8481-3704,240.186697059,53.7755312455,0.0
manga-8481-6101,238.820533349,53.8074462429,0.0
manga-8481-6102,239.554209025,54.6155620453,1.0
manga-8481-6103,238.286105126,54.147238944,0.0
manga-8481-6104,240.367914805,53.9364085499,0.0
manga-8481-9101,236.15255855,54.2093311396,0.75
manga-8481-9102,236.533286678,55.1686413552,0.5
manga-8482-12701,244.298422082,49.9643976441,0.25
manga-8482-12702,244.460235763,49.7467294539,0.0
manga-8482-12703,245.503111116,49.5207899339,1.0
manga-8482-12704,243.581821279,50.4656106608,0.0
manga-8482-12705,244.216716794,50.2821959759,0.5
manga-8482-1901,244.348135514,50.6359271191,0.0
manga-8482-1902,243.102564653,48.5298860438,1.0
manga-8482-3701,243.407714996,49.0694089344,0.0
manga-8482-3702,245.089656802,49.9434910924,0.0
manga-8482-3703,245.52464666,50.0168474993,0.0
manga-8482-3704,245.412401545,49.4488426232,0.0
manga-8482-6101,243.425164664,48.8992232706,0.0
manga-8482-6102,244.03012861,49.2929159486,0.0
manga-8482-6103,243.491999412,49.1896131831,0.0
manga-8482-6104,244.554023309,49.8684236306,1.0
manga-8482-9101,241.799551053,48.5725625102,1.0
manga-8482-9102,242.955879685,49.2287127601,1.0
manga-8483-12701,244.188130185,48.6003204386,1.0
manga-8483-12702,246.796565412,47.501665073,0.5
manga-8483-12703,245.248313831,49.0017772161,1.0
manga-8483-12704,247.085172003,48.2144891104,1.0
manga-8483-12705,247.742074857,48.2803111461,1.0
manga-8483-1901,246.311080004,48.721331223,0.0
manga-8483-1902,248.018269901,47.7647576117,0.0
manga-8483-3701,245.454365212,47.0521180262,1.0
manga-8483-3702,247.148175739,48.7836275645,-0.5
manga-8483-3703,246.431760677,49.314241062,0.0
manga-8483-3704,247.391795685,47.7029868772,0.0
manga-8483-6101,246.456915028,48.1003393844,0.0
manga-8483-6102,246.118675724,48.5966479681,0.0
manga-8483-6103,247.179730935,49.0610805707,0.5
manga-8483-6104,247.694974246,47.7947656349,0.0
manga-8483-9101,245.662643292,47.1607564493,0.0
manga-8483-9102,248.397810272,48.37984791,0.25
manga-8484-12701,246.561043903,46.3708377365,0.0
manga-8484-12702,246.428955701,46.24232355,0.5
manga-8484-12703,248.788258728,46.213894535,0.75
manga-8484-12704,249.062035059,45.6290165503,0.0
manga-8484-12705,247.725945425,46.5902138098,1.0
manga-8484-1901,248.433183178,45.012493774,0.0
manga-8484-1902,248.691717184,45.3243120607,0.5
manga-8484-3701,247.41317495,44.2826981778,0.5
manga-8484-3702,247.730864772,45.8800494565,0.0
manga-8484-3703,247.67226841,44.5134660847,0.0
manga-8484-3704,249.028443245,44.6027541027,0.0
manga-8484-6101,248.055741501,44.4032957289,0.0
manga-8484-6102,247.856495063,46.3241798011,0.0
manga-8484-6103,245.712748338,45.741993847,0.5
manga-8484-6104,248.737041405,46.4470107181,0.5
manga-8484-9101,246.942944115,44.177521384,0.0
manga-8484-9102,248.766160205,44.5424307204,0.0
manga-8485-12701,233.319217849,48.119650849,0.5
manga-8485-12702,234.60459264,48.0559143122,1.0
manga-8485-12703,235.491277373,48.5569380923,0.0
manga-8485-12704,233.685217665,48.7315215591,1.0
manga-8485-12705,235.410126062,48.2740168259,0.0
manga-8485-1901,232.544703894,48.6902009334,0.0
manga-8485-1902,235.579767474,48.4657254749,0.0
manga-8485-3701,232.87244695,47.8456703769,0.5
manga-8485-3702,233.725460612,47.7617993678,0.5
manga-8485-3703,235.574805488,48.2156606778,0.0
manga-8485-3704,235.580605477,47.9435278115,0.0
manga-8485-6101,232.544896555,47.8210747227,0.0
manga-8485-6102,233.865390049,47.9917128875,0.0
manga-8485-6103,233.032754012,49.1248254111,-0.5
manga-8485-6104,235.059966885,48.5915318183,0.0
manga-8485-9101,233.107502765,48.8332849239,0.0
manga-8485-9102,234.111533723,47.8547870822,0.0
manga-8486-12701,235.79840127,47.7536483573,0.0
manga-8486-12702,235.915585864,47.6674434208,0.0
manga-8486-12703,236.02959,47.29463,0.0
manga-8486-12704,238.261763229,46.7679973877,0.5
manga-8486-12705,238.141414586,46.3399286819,0.0
manga-8486-1901,238.448582292,47.4049584412,0.0
manga-8486-1902,239.334163047,48.2072621316,0.0
manga-8486-3701,236.092836031,47.8535814068,0.0
manga-8486-3702,235.774934746,48.3787977269,0.0
manga-8486-3703,238.881357667,47.677310104,0.0
manga-8486-3704,236.299300223,47.0497223315,0.0
manga-8486-6101,238.039552922,46.3197897317,1.0
manga-8486-6102,238.046893627,48.0439162921,0.0
manga-8486-6103,238.891298957,48.0223923799,0.0
manga-8486-6104,239.195689664,47.9955208307,1.0
manga-8486-9101,238.718472619,47.8808922742,1.0
manga-8486-9102,239.030589848,48.0308761201,1.0
manga-8487-12701,237.872870051,46.9216645222,0.5
manga-8487-12702,239.183964559,46.3446018585,0.0
manga-8487-12703,241.069664001,47.3008458949,0.0
manga-8487-12704,240.790842608,47.3613778086,0.0
manga-8487-12705,240.047523865,46.7841496044,1.0
manga-8487-1901,239.563253191,48.1872779193,0.0
manga-8487-1902,240.223955954,47.1970177194,0.0
manga-8487-3701,239.313567385,47.7905739316,0.0
manga-8487-3702,238.823197485,47.9608570178,0.0
manga-8487-3703,238.880966501,47.8555868126,0.0
manga-8487-3704,239.253556382,47.7039915549,0.0
manga-8487-6101,239.571725074,45.7870117128,0.0
manga-8487-6102,240.182366617,46.9456309622,0.75
manga-8487-6103,238.562708352,47.6050034927,0.75
manga-8487-6104,240.452473085,47.3880375335,0.0
manga-8487-9101,239.238058032,47.1332211828,0.0
manga-8487-9102,240.214208512,46.481412426,0.75
manga-8488-12701,233.861336821,46.744728311,1.0
manga-8488-12702,234.374675454,46.864082874,0.75
manga-8488-12703,236.652827436,46.532982724,0.0
manga-8488-12704,234.81495569,46.8360194501,0.0
manga-8488-12705,235.018229338,45.9484881707,0.0
manga-8488-1901,236.084780403,47.0189320013,0.0
manga-8488-1902,234.981631329,46.1154089429,0.0
manga-8488-3701,235.738700008,45.2821177349,0.0
manga-8488-3702,234.81362259,46.132822387,0.0
manga-8488-3703,235.101438071,46.0090987018,0.0
manga-8488-3704,237.272313223,45.9740750677,0.0
manga-8488-6101,234.93837913,46.0250015636,0.0
manga-8488-6102,234.791347801,46.3977131553,0.0
manga-8488-6103,235.279379723,46.1022601899,0.0
manga-8488-6104,236.091759371,47.7008729612,0.5
manga-8488-9101,234.702949689,46.1710470706,0.5
manga-8488-9102,235.322067755,46.964606201,0.0
manga-8546-12701,236.299448087,52.2084768259,0.25
manga-8546-12702,236.298150462,51.1015698857,0.0
manga-8546-12703,237.067284847,52.6881339815,0.25
manga-8546-12704,238.537660361,52.3295017019,0.0
manga-8546-12705,237.662853085,50.4602451957,0.5
manga-8546-1901,238.771051213,50.9683592443,0.75
manga-8546-1902,238.795473329,52.1684799469,0.0
manga-8546-3701,237.166113327,51.1750589639,0.0
manga-8546-3702,237.183863564,52.3429404902,0.0
manga-8546-3703,239.031547663,51.2528507488,0.0
manga-8546-3704,238.885171123,50.4785914568,0.0
manga-8546-6101,238.324842472,50.5131139474,0.0
manga-8546-6102,238.857221445,50.8029634626,0.0
manga-8546-6103,237.651603769,51.3980237466,0.75
manga-8546-6104,239.069386036,52.5677012843,1.0
manga-8546-9101,237.242756421,52.3626296366,0.0
manga-8546-9102,238.073925811,50.154158496,0.0
manga-8547-12701,217.629970676,52.7071590288,1.0
manga-8547-12702,217.91069574,52.7494624631,0.0
manga-8547-12703,218.429151044,52.8970995361,0.0
manga-8547-12704,218.10337205,53.2166485918,0.0
manga-8547-12705,219.82622,53.05921,0.0
